,model_path,seed
466,results/models/policy_gradient__2020-11-25_00-04-12,292.0
467,results/models/policy_gradient__2020-11-25_01-06-01,327.0
468,results/models/policy_gradient__2020-11-25_02-07-43,358.0
469,results/models/policy_gradient__2020-11-25_03-05-34,388.0
470,results/models/policy_gradient__2020-11-24_12-58-32,101.0
471,results/models/policy_gradient__2020-11-24_14-21-05,134.0
472,results/models/policy_gradient__2020-11-24_16-00-38,165.0
473,results/models/policy_gradient__2020-11-24_19-23-26,196.0
474,results/models/policy_gradient__2020-11-24_22-03-03,228.0
475,results/models/policy_gradient__2020-11-24_23-04-40,260.0
476,results/models/policy_gradient__2020-11-25_00-04-12,292.0
477,results/models/policy_gradient__2020-11-25_01-02-03,324.0
478,results/models/policy_gradient__2020-11-25_02-07-52,359.0
479,results/models/policy_gradient__2020-11-25_03-10-05,390.0
480,results/models/policy_gradient__2020-11-24_12-58-32,101.0
481,results/models/policy_gradient__2020-11-24_14-21-05,134.0
482,results/models/policy_gradient__2020-11-24_16-00-38,165.0
483,results/models/policy_gradient__2020-11-24_19-23-42,197.0
484,results/models/policy_gradient__2020-11-24_22-03-03,228.0
485,results/models/policy_gradient__2020-11-24_23-04-40,260.0
486,results/models/policy_gradient__2020-11-25_00-08-12,294.0
487,results/models/policy_gradient__2020-11-25_01-02-03,324.0
488,results/models/policy_gradient__2020-11-25_02-03-23,356.0
489,results/models/policy_gradient__2020-11-25_03-10-14,391.0
490,results/models/policy_gradient__2020-11-24_13-03-22,102.0
491,results/models/policy_gradient__2020-11-24_14-21-15,135.0
492,results/models/policy_gradient__2020-11-24_16-00-28,164.0
493,results/models/policy_gradient__2020-11-24_19-30-43,198.0
494,results/models/policy_gradient__2020-11-24_22-08-13,231.0
495,results/models/policy_gradient__2020-11-24_23-08-42,263.0
496,results/models/policy_gradient__2020-11-25_00-08-20,295.0
497,results/models/policy_gradient__2020-11-25_01-02-12,325.0
498,results/models/policy_gradient__2020-11-25_02-07-43,358.0
499,results/models/policy_gradient__2020-11-25_03-05-34,388.0
500,results/models/policy_gradient__2020-11-24_12-58-20,100.0
501,results/models/policy_gradient__2020-11-24_14-21-05,134.0
502,results/models/policy_gradient__2020-11-24_16-08-03,167.0
503,results/models/policy_gradient__2020-11-24_19-23-26,196.0
504,results/models/policy_gradient__2020-11-24_22-03-03,228.0
505,results/models/policy_gradient__2020-11-24_23-04-40,260.0
506,results/models/policy_gradient__2020-11-25_00-04-20,293.0
507,results/models/policy_gradient__2020-11-25_01-02-03,324.0
508,results/models/policy_gradient__2020-11-25_02-03-32,357.0
509,results/models/policy_gradient__2020-11-25_03-05-44,389.0
510,results/models/policy_gradient__2020-11-24_12-58-20,100.0
511,results/models/policy_gradient__2020-11-24_14-21-05,134.0
512,results/models/policy_gradient__2020-11-24_16-08-03,167.0
513,results/models/policy_gradient__2020-11-24_19-23-26,196.0
514,results/models/policy_gradient__2020-11-24_22-03-03,228.0
515,results/models/policy_gradient__2020-11-24_23-04-40,260.0
516,results/models/policy_gradient__2020-11-25_00-04-20,293.0
517,results/models/policy_gradient__2020-11-25_01-02-03,324.0
518,results/models/policy_gradient__2020-11-25_02-07-52,359.0
519,results/models/policy_gradient__2020-11-25_03-10-05,390.0
520,results/models/policy_gradient__2020-11-24_13-03-33,103.0
521,results/models/policy_gradient__2020-11-24_14-21-15,135.0
522,results/models/policy_gradient__2020-11-24_16-07-53,166.0
523,results/models/policy_gradient__2020-11-24_19-30-43,198.0
524,results/models/policy_gradient__2020-11-24_22-08-13,231.0
525,results/models/policy_gradient__2020-11-24_23-08-42,263.0
526,results/models/policy_gradient__2020-11-25_00-08-20,295.0
527,results/models/policy_gradient__2020-11-25_01-05-52,326.0
528,results/models/policy_gradient__2020-11-25_02-07-43,358.0
529,results/models/policy_gradient__2020-11-25_03-05-34,388.0
530,results/models/policy_gradient__2020-11-24_12-58-20,100.0
531,results/models/policy_gradient__2020-11-24_14-21-05,134.0
532,results/models/policy_gradient__2020-11-24_16-08-03,167.0
533,results/models/policy_gradient__2020-11-24_19-23-42,197.0
534,results/models/policy_gradient__2020-11-24_22-03-03,228.0
535,results/models/policy_gradient__2020-11-24_23-04-40,260.0
536,results/models/policy_gradient__2020-11-25_00-08-12,294.0
537,results/models/policy_gradient__2020-11-25_01-02-03,324.0
538,results/models/policy_gradient__2020-11-25_02-07-52,359.0
539,results/models/policy_gradient__2020-11-25_03-10-14,391.0
540,results/models/policy_gradient__2020-11-24_13-03-33,103.0
541,results/models/policy_gradient__2020-11-24_14-16-00,133.0
542,results/models/policy_gradient__2020-11-24_16-07-53,166.0
543,results/models/policy_gradient__2020-11-24_19-30-53,199.0
544,results/models/policy_gradient__2020-11-24_22-08-04,230.0
545,results/models/policy_gradient__2020-11-24_23-08-35,262.0
546,results/models/policy_gradient__2020-11-25_00-04-12,292.0
547,results/models/policy_gradient__2020-11-25_01-06-01,327.0
548,results/models/policy_gradient__2020-11-25_02-07-43,358.0
549,results/models/policy_gradient__2020-11-25_03-05-34,388.0
550,results/models/policy_gradient__2020-11-24_13-03-22,102.0
551,results/models/policy_gradient__2020-11-24_14-21-15,135.0
552,results/models/policy_gradient__2020-11-24_16-07-53,166.0
553,results/models/policy_gradient__2020-11-24_19-30-53,199.0
554,results/models/policy_gradient__2020-11-24_22-08-13,231.0
555,results/models/policy_gradient__2020-11-24_23-08-42,263.0
556,results/models/policy_gradient__2020-11-25_00-08-20,295.0
557,results/models/policy_gradient__2020-11-25_01-02-12,325.0
558,results/models/policy_gradient__2020-11-25_02-07-43,358.0
559,results/models/policy_gradient__2020-11-25_03-05-34,388.0
560,results/models/policy_gradient__2020-11-24_12-58-20,100.0
561,results/models/policy_gradient__2020-11-24_14-21-05,134.0
562,results/models/policy_gradient__2020-11-24_16-08-03,167.0
563,results/models/policy_gradient__2020-11-24_19-23-26,196.0
564,results/models/policy_gradient__2020-11-24_22-03-03,228.0
565,results/models/policy_gradient__2020-11-24_23-04-40,260.0
566,results/models/policy_gradient__2020-11-25_00-04-20,293.0
567,results/models/policy_gradient__2020-11-25_01-02-03,324.0
568,results/models/policy_gradient__2020-11-25_02-03-32,357.0
569,results/models/policy_gradient__2020-11-25_03-05-44,389.0
570,results/models/policy_gradient__2020-11-24_13-03-22,102.0
571,results/models/policy_gradient__2020-11-24_14-16-00,133.0
572,results/models/policy_gradient__2020-11-24_16-00-28,164.0
573,results/models/policy_gradient__2020-11-24_19-30-43,198.0
574,results/models/policy_gradient__2020-11-24_22-08-13,231.0
575,results/models/policy_gradient__2020-11-24_23-08-42,263.0
576,results/models/policy_gradient__2020-11-25_00-04-12,292.0
577,results/models/policy_gradient__2020-11-25_01-02-12,325.0
578,results/models/policy_gradient__2020-11-25_02-07-43,358.0
579,results/models/policy_gradient__2020-11-25_03-05-34,388.0
580,results/models/policy_gradient__2020-11-24_13-03-33,103.0
581,results/models/policy_gradient__2020-11-24_14-21-15,135.0
582,results/models/policy_gradient__2020-11-24_16-00-28,164.0
583,results/models/policy_gradient__2020-11-24_19-30-43,198.0
584,results/models/policy_gradient__2020-11-24_22-08-13,231.0
585,results/models/policy_gradient__2020-11-24_23-08-42,263.0
586,results/models/policy_gradient__2020-11-25_00-08-20,295.0
587,results/models/policy_gradient__2020-11-25_01-02-12,325.0
588,results/models/policy_gradient__2020-11-25_02-07-43,358.0
589,results/models/policy_gradient__2020-11-25_03-05-34,388.0
590,results/models/policy_gradient__2020-11-24_12-58-20,100.0
591,results/models/policy_gradient__2020-11-24_14-21-05,134.0
592,results/models/policy_gradient__2020-11-24_16-08-03,167.0
593,results/models/policy_gradient__2020-11-24_19-23-26,196.0
594,results/models/policy_gradient__2020-11-24_22-03-03,228.0
595,results/models/policy_gradient__2020-11-24_23-04-40,260.0
596,results/models/policy_gradient__2020-11-25_00-04-20,293.0
597,results/models/policy_gradient__2020-11-25_01-02-03,324.0
598,results/models/policy_gradient__2020-11-25_02-03-32,357.0
599,results/models/policy_gradient__2020-11-25_03-05-44,389.0
600,results/models/policy_gradient__2020-11-24_13-03-33,103.0
601,results/models/policy_gradient__2020-11-24_14-21-15,135.0
602,results/models/policy_gradient__2020-11-24_16-13-29,168.0
603,results/models/policy_gradient__2020-11-24_19-30-43,198.0
604,results/models/policy_gradient__2020-11-24_22-08-13,231.0
605,results/models/policy_gradient__2020-11-24_23-08-42,263.0
606,results/models/policy_gradient__2021-02-10_14-30-25,298.0
607,results/models/policy_gradient__2020-11-25_01-05-52,326.0
608,results/models/policy_gradient__2020-11-25_02-12-08,360.0
609,results/models/policy_gradient__2020-11-25_03-05-34,388.0
610,results/models/policy_gradient__2020-11-24_13-08-56,104.0
611,results/models/policy_gradient__2020-11-24_14-26-22,137.0
612,results/models/policy_gradient__2020-11-24_16-13-38,169.0
613,results/models/policy_gradient__2020-11-24_19-23-26,196.0
614,results/models/policy_gradient__2020-11-24_22-12-36,232.0
615,results/models/policy_gradient__2020-11-24_23-04-40,260.0
616,results/models/policy_gradient__2020-11-25_00-04-20,293.0
617,results/models/policy_gradient__2020-11-25_01-02-03,324.0
618,results/models/policy_gradient__2020-11-25_02-07-52,359.0
619,results/models/policy_gradient__2020-11-25_03-17-55,395.0
620,results/models/policy_gradient__2020-11-24_13-03-33,103.0
621,results/models/policy_gradient__2020-11-24_14-30-27,139.0
622,results/models/policy_gradient__2020-11-24_16-00-28,164.0
623,results/models/policy_gradient__2020-11-24_19-30-43,198.0
624,results/models/policy_gradient__2020-11-24_22-08-13,231.0
625,results/models/policy_gradient__2020-11-24_23-08-42,263.0
626,results/models/policy_gradient__2020-11-25_00-08-20,295.0
627,results/models/policy_gradient__2020-11-25_01-10-10,328.0
628,results/models/policy_gradient__2020-11-25_02-07-43,358.0
629,results/models/policy_gradient__2020-11-25_03-05-34,388.0
630,results/models/policy_gradient__2020-11-24_13-03-33,103.0
631,results/models/policy_gradient__2020-11-24_14-30-27,139.0
632,results/models/policy_gradient__2020-11-24_16-00-28,164.0
633,results/models/policy_gradient__2020-11-24_19-30-43,198.0
634,results/models/policy_gradient__2020-11-24_22-08-13,231.0
635,results/models/policy_gradient__2020-11-24_23-08-42,263.0
636,results/models/policy_gradient__2020-11-25_00-08-20,295.0
637,results/models/policy_gradient__2020-11-25_01-02-12,325.0
638,results/models/policy_gradient__2020-11-25_02-12-38,361.0
639,results/models/policy_gradient__2020-11-25_03-05-34,388.0
640,results/models/policy_gradient__2020-11-24_13-13-21,106.0
641,results/models/policy_gradient__2020-11-24_14-21-15,135.0
642,results/models/policy_gradient__2020-11-24_16-13-29,168.0
643,results/models/policy_gradient__2020-11-24_19-35-34,201.0
644,results/models/policy_gradient__2020-11-24_22-08-13,231.0
645,results/models/policy_gradient__2020-11-24_23-08-42,263.0
646,results/models/policy_gradient__2020-11-25_00-08-20,295.0
647,results/models/policy_gradient__2020-11-25_01-02-12,325.0
648,results/models/policy_gradient__2020-11-25_02-12-38,361.0
649,results/models/policy_gradient__2020-11-25_03-13-56,392.0
650,results/models/policy_gradient__2020-11-24_12-58-32,101.0
651,results/models/policy_gradient__2020-11-24_14-30-19,138.0
652,results/models/policy_gradient__2020-11-24_16-00-38,165.0
653,results/models/policy_gradient__2020-11-24_19-35-25,200.0
654,results/models/policy_gradient__2020-11-24_22-03-03,228.0
655,results/models/policy_gradient__2020-11-24_23-12-31,264.0
656,results/models/policy_gradient__2020-11-25_00-11-37,296.0
657,results/models/policy_gradient__2020-11-25_01-13-53,330.0
658,results/models/policy_gradient__2020-11-25_02-16-03,362.0
659,results/models/policy_gradient__2020-11-25_03-14-05,393.0
660,results/models/policy_gradient__2020-11-24_13-03-33,103.0
661,results/models/policy_gradient__2020-11-24_14-16-00,133.0
662,results/models/policy_gradient__2020-11-24_16-07-53,166.0
663,results/models/policy_gradient__2020-11-24_19-30-43,198.0
664,results/models/policy_gradient__2020-11-24_22-08-04,230.0
665,results/models/policy_gradient__2020-11-24_23-08-35,262.0
666,results/models/policy_gradient__2021-02-10_14-30-25,298.0
667,results/models/policy_gradient__2020-11-25_01-10-10,328.0
668,results/models/policy_gradient__2020-11-25_02-12-08,360.0
669,results/models/policy_gradient__2020-11-25_03-17-46,394.0
670,results/models/policy_gradient__2020-11-24_12-58-32,101.0
671,results/models/policy_gradient__2020-11-24_14-30-19,138.0
672,results/models/policy_gradient__2020-11-24_16-00-38,165.0
673,results/models/policy_gradient__2020-11-24_19-23-26,196.0
674,results/models/policy_gradient__2020-11-24_22-03-03,228.0
675,results/models/policy_gradient__2020-11-24_23-04-40,260.0
676,results/models/policy_gradient__2020-11-25_00-11-37,296.0
677,results/models/policy_gradient__2020-11-25_01-13-53,330.0
678,results/models/policy_gradient__2020-11-25_02-16-03,362.0
679,results/models/policy_gradient__2020-11-25_03-14-05,393.0
680,results/models/policy_gradient__2020-11-24_12-58-32,101.0
681,results/models/policy_gradient__2020-11-24_14-21-05,134.0
682,results/models/policy_gradient__2020-11-24_16-20-14,171.0
683,results/models/policy_gradient__2020-11-24_19-35-25,200.0
684,results/models/policy_gradient__2020-11-24_22-12-36,232.0
685,results/models/policy_gradient__2020-11-24_23-16-25,267.0
686,results/models/policy_gradient__2020-11-25_00-11-37,296.0
687,results/models/policy_gradient__2020-11-25_01-13-53,330.0
688,results/models/policy_gradient__2020-11-25_02-03-23,356.0
689,results/models/policy_gradient__2020-11-25_03-10-14,391.0
690,results/models/policy_gradient__2020-11-24_13-03-22,102.0
691,results/models/policy_gradient__2020-11-24_14-21-15,135.0
692,results/models/policy_gradient__2020-11-24_16-13-29,168.0
693,results/models/policy_gradient__2020-11-24_19-35-34,201.0
694,results/models/policy_gradient__2020-11-24_22-08-13,231.0
695,results/models/policy_gradient__2020-11-24_23-08-42,263.0
696,results/models/policy_gradient__2020-11-25_00-08-20,295.0
697,results/models/policy_gradient__2020-11-25_01-02-12,325.0
698,results/models/policy_gradient__2020-11-25_02-12-38,361.0
699,results/models/policy_gradient__2020-11-25_03-05-34,388.0
700,results/models/policy_gradient__2020-11-24_13-09-07,105.0
701,results/models/policy_gradient__2020-11-24_14-26-22,137.0
702,results/models/policy_gradient__2020-11-24_16-08-03,167.0
703,results/models/policy_gradient__2020-11-24_19-23-26,196.0
704,results/models/policy_gradient__2020-11-24_22-12-45,233.0
705,results/models/policy_gradient__2020-11-24_23-12-31,264.0
706,results/models/policy_gradient__2020-11-25_00-04-20,293.0
707,results/models/policy_gradient__2020-11-25_01-02-03,324.0
708,results/models/policy_gradient__2020-11-25_02-16-11,363.0
709,results/models/policy_gradient__2020-11-25_03-14-05,393.0
710,results/models/policy_gradient__2020-11-24_13-09-07,105.0
711,results/models/policy_gradient__2020-11-24_14-26-22,137.0
712,results/models/policy_gradient__2020-11-24_16-13-38,169.0
713,results/models/policy_gradient__2020-11-24_19-23-26,196.0
714,results/models/policy_gradient__2020-11-24_22-16-36,235.0
715,results/models/policy_gradient__2020-11-24_23-04-40,260.0
716,results/models/policy_gradient__2020-11-25_00-04-20,293.0
717,results/models/policy_gradient__2020-11-25_01-02-03,324.0
718,results/models/policy_gradient__2020-11-25_02-16-11,363.0
719,results/models/policy_gradient__2020-11-25_03-14-05,393.0
720,results/models/policy_gradient__2020-11-24_13-03-33,103.0
721,results/models/policy_gradient__2020-11-24_14-21-15,135.0
722,results/models/policy_gradient__2020-11-24_16-13-29,168.0
723,results/models/policy_gradient__2020-11-24_19-35-34,201.0
724,results/models/policy_gradient__2020-11-24_22-08-13,231.0
725,results/models/policy_gradient__2020-11-24_23-08-42,263.0
726,results/models/policy_gradient__2020-11-25_00-08-20,295.0
727,results/models/policy_gradient__2020-11-25_01-05-52,326.0
728,results/models/policy_gradient__2020-11-25_02-12-38,361.0
729,results/models/policy_gradient__2020-11-25_03-05-34,388.0
730,results/models/policy_gradient__2020-11-24_13-08-56,104.0
731,results/models/policy_gradient__2020-11-24_14-21-05,134.0
732,results/models/policy_gradient__2020-11-24_16-20-14,171.0
733,results/models/policy_gradient__2020-11-24_19-35-25,200.0
734,results/models/policy_gradient__2020-11-24_22-12-36,232.0
735,results/models/policy_gradient__2020-11-24_23-16-25,267.0
736,results/models/policy_gradient__2020-11-25_00-11-45,297.0
737,results/models/policy_gradient__2020-11-25_01-02-03,324.0
738,results/models/policy_gradient__2020-11-25_02-07-52,359.0
739,results/models/policy_gradient__2020-11-25_03-10-14,391.0
740,results/models/policy_gradient__2020-11-24_13-03-33,103.0
741,results/models/policy_gradient__2020-11-24_14-16-00,133.0
742,results/models/policy_gradient__2020-11-24_16-07-53,166.0
743,results/models/policy_gradient__2020-11-24_19-30-53,199.0
744,results/models/policy_gradient__2020-11-24_22-08-04,230.0
745,results/models/policy_gradient__2020-11-24_23-16-17,266.0
746,results/models/policy_gradient__2021-02-10_14-30-25,298.0
747,results/models/policy_gradient__2020-11-25_01-06-01,327.0
748,results/models/policy_gradient__2020-11-25_02-12-08,360.0
749,results/models/policy_gradient__2020-11-25_03-17-46,394.0
750,results/models/policy_gradient__2020-11-24_13-03-22,102.0
751,results/models/policy_gradient__2020-11-24_14-21-15,135.0
752,results/models/policy_gradient__2020-11-24_16-13-29,168.0
753,results/models/policy_gradient__2020-11-24_19-35-34,201.0
754,results/models/policy_gradient__2020-11-24_22-08-13,231.0
755,results/models/policy_gradient__2020-11-24_23-08-42,263.0
756,results/models/policy_gradient__2020-11-25_00-08-20,295.0
757,results/models/policy_gradient__2020-11-25_01-02-12,325.0
758,results/models/policy_gradient__2020-11-25_02-12-38,361.0
759,results/models/policy_gradient__2020-11-25_03-05-34,388.0
760,results/models/policy_gradient__2020-11-24_12-58-20,100.0
761,results/models/policy_gradient__2020-11-24_14-26-22,137.0
762,results/models/policy_gradient__2020-11-24_16-08-03,167.0
763,results/models/policy_gradient__2020-11-24_19-40-50,202.0
764,results/models/policy_gradient__2020-11-24_22-16-26,234.0
765,results/models/policy_gradient__2020-11-24_23-12-31,264.0
766,results/models/policy_gradient__2020-11-25_00-04-20,293.0
767,results/models/policy_gradient__2020-11-25_01-02-03,324.0
768,results/models/policy_gradient__2020-11-25_02-03-32,357.0
769,results/models/policy_gradient__2020-11-25_03-17-55,395.0
770,results/models/policy_gradient__2020-11-24_13-13-29,107.0
771,results/models/policy_gradient__2020-11-24_14-30-27,139.0
772,results/models/policy_gradient__2020-11-24_16-00-28,164.0
773,results/models/policy_gradient__2020-11-24_19-40-58,203.0
774,results/models/policy_gradient__2020-11-24_22-08-13,231.0
775,results/models/policy_gradient__2020-11-24_23-08-42,263.0
776,results/models/policy_gradient__2020-11-25_00-04-12,292.0
777,results/models/policy_gradient__2020-11-25_01-14-02,331.0
778,results/models/policy_gradient__2020-11-25_02-12-38,361.0
779,results/models/policy_gradient__2020-11-25_03-13-56,392.0
780,results/models/policy_gradient__2020-11-24_13-03-33,103.0
781,results/models/policy_gradient__2020-11-24_14-30-27,139.0
782,results/models/policy_gradient__2020-11-24_16-13-29,168.0
783,results/models/policy_gradient__2020-11-24_19-30-43,198.0
784,results/models/policy_gradient__2020-11-24_22-08-13,231.0
785,results/models/policy_gradient__2020-11-24_23-08-42,263.0
786,results/models/policy_gradient__2020-11-25_00-08-20,295.0
787,results/models/policy_gradient__2020-11-25_01-02-12,325.0
788,results/models/policy_gradient__2020-11-25_02-12-38,361.0
789,results/models/policy_gradient__2020-11-25_03-05-34,388.0
790,results/models/policy_gradient__2020-11-24_12-58-20,100.0
791,results/models/policy_gradient__2020-11-24_14-26-22,137.0
792,results/models/policy_gradient__2020-11-24_16-08-03,167.0
793,results/models/policy_gradient__2020-11-24_19-23-26,196.0
794,results/models/policy_gradient__2020-11-24_22-12-45,233.0
795,results/models/policy_gradient__2020-11-24_23-12-31,264.0
796,results/models/policy_gradient__2020-11-25_00-04-20,293.0
797,results/models/policy_gradient__2020-11-25_01-02-03,324.0
798,results/models/policy_gradient__2020-11-25_02-16-11,363.0
799,results/models/policy_gradient__2020-11-25_03-14-05,393.0
800,results/models/policy_gradient__2020-11-24_13-03-33,103.0
801,results/models/policy_gradient__2020-11-24_14-21-15,135.0
802,results/models/policy_gradient__2020-11-24_16-13-29,168.0
803,results/models/policy_gradient__2020-11-24_20-16-40,208.0
804,results/models/policy_gradient__2020-11-24_22-08-13,231.0
805,results/models/policy_gradient__2020-11-24_23-08-42,263.0
806,results/models/policy_gradient__2021-02-10_14-30-25,298.0
807,results/models/policy_gradient__2020-11-25_01-17-50,333.0
808,results/models/policy_gradient__2020-11-25_02-28-00,369.0
809,results/models/policy_gradient__2020-11-25_13-20-12,400.0
810,results/models/policy_gradient__2020-11-24_13-08-56,104.0
811,results/models/policy_gradient__2020-11-24_14-34-08,141.0
812,results/models/policy_gradient__2020-11-24_17-57-51,179.0
813,results/models/policy_gradient__2020-11-24_19-46-29,204.0
814,results/models/policy_gradient__2020-11-24_22-12-36,232.0
815,results/models/policy_gradient__2020-11-24_23-19-53,268.0
816,results/models/policy_gradient__2020-11-25_00-29-30,307.0
817,results/models/policy_gradient__2020-11-25_01-21-40,335.0
818,results/models/policy_gradient__2020-11-25_02-07-52,359.0
819,results/models/policy_gradient__2020-11-25_03-17-55,395.0
820,results/models/policy_gradient__2020-11-24_13-03-33,103.0
821,results/models/policy_gradient__2020-11-24_14-30-27,139.0
822,results/models/policy_gradient__2020-11-24_16-00-28,164.0
823,results/models/policy_gradient__2020-11-24_19-30-43,198.0
824,results/models/policy_gradient__2020-11-24_22-08-13,231.0
825,results/models/policy_gradient__2020-11-24_23-08-42,263.0
826,results/models/policy_gradient__2020-11-25_00-08-20,295.0
827,results/models/policy_gradient__2020-11-25_01-10-10,328.0
828,results/models/policy_gradient__2020-11-25_02-27-51,368.0
829,results/models/policy_gradient__2020-11-25_03-05-34,388.0
830,results/models/policy_gradient__2020-11-24_13-03-33,103.0
831,results/models/policy_gradient__2020-11-24_14-30-27,139.0
832,results/models/policy_gradient__2020-11-24_16-00-28,164.0
833,results/models/policy_gradient__2020-11-24_19-46-39,205.0
834,results/models/policy_gradient__2020-11-24_22-08-13,231.0
835,results/models/policy_gradient__2020-11-24_23-08-42,263.0
836,results/models/policy_gradient__2020-11-25_00-08-20,295.0
837,results/models/policy_gradient__2020-11-25_01-17-50,333.0
838,results/models/policy_gradient__2020-11-25_02-27-51,368.0
839,results/models/policy_gradient__2020-11-25_03-05-34,388.0
840,results/models/policy_gradient__2020-11-24_13-22-38,110.0
841,results/models/policy_gradient__2020-11-24_14-21-15,135.0
842,results/models/policy_gradient__2020-11-24_16-13-29,168.0
843,results/models/policy_gradient__2020-11-24_19-46-39,205.0
844,results/models/policy_gradient__2020-11-24_22-27-43,241.0
845,results/models/policy_gradient__2020-11-24_23-08-42,263.0
846,results/models/policy_gradient__2020-11-25_00-08-20,295.0
847,results/models/policy_gradient__2020-11-25_01-17-50,333.0
848,results/models/policy_gradient__2020-11-25_02-12-38,361.0
849,results/models/policy_gradient__2020-11-25_03-33-56,403.0
850,results/models/policy_gradient__2020-11-24_13-27-53,113.0
851,results/models/policy_gradient__2020-11-24_14-30-19,138.0
852,results/models/policy_gradient__2020-11-24_16-32-00,175.0
853,results/models/policy_gradient__2020-11-24_20-12-02,207.0
854,results/models/policy_gradient__2020-11-24_22-03-03,228.0
855,results/models/policy_gradient__2020-11-24_23-32-04,274.0
856,results/models/policy_gradient__2020-11-25_12-54-35,303.0
857,results/models/policy_gradient__2020-11-25_01-13-53,330.0
858,results/models/policy_gradient__2020-11-25_02-16-03,362.0
859,results/models/policy_gradient__2020-11-25_03-14-05,393.0
860,results/models/policy_gradient__2020-11-24_13-17-58,108.0
861,results/models/policy_gradient__2020-11-24_14-16-00,133.0
862,results/models/policy_gradient__2020-11-24_16-07-53,166.0
863,results/models/policy_gradient__2020-11-24_19-30-43,198.0
864,results/models/policy_gradient__2020-11-24_22-08-04,230.0
865,results/models/policy_gradient__2020-11-24_23-08-35,262.0
866,results/models/policy_gradient__2021-02-10_14-30-25,298.0
867,results/models/policy_gradient__2020-11-25_01-10-10,328.0
868,results/models/policy_gradient__2020-11-25_02-31-36,370.0
869,results/models/policy_gradient__2020-11-25_13-20-12,400.0
870,results/models/policy_gradient__2020-11-24_12-58-32,101.0
871,results/models/policy_gradient__2020-11-24_14-41-42,145.0
872,results/models/policy_gradient__2020-11-24_16-26-14,172.0
873,results/models/policy_gradient__2020-11-24_20-12-02,207.0
874,results/models/policy_gradient__2020-11-24_22-20-22,237.0
875,results/models/policy_gradient__2020-11-24_23-32-04,274.0
876,results/models/policy_gradient__2020-11-25_00-25-46,304.0
877,results/models/policy_gradient__2020-11-25_13-02-01,337.0
878,results/models/policy_gradient__2020-11-25_02-16-03,362.0
879,results/models/policy_gradient__2020-11-25_03-14-05,393.0
880,results/models/policy_gradient__2020-11-24_13-27-53,113.0
881,results/models/policy_gradient__2020-11-24_14-21-05,134.0
882,results/models/policy_gradient__2020-11-24_16-20-14,171.0
883,results/models/policy_gradient__2020-11-24_19-35-25,200.0
884,results/models/policy_gradient__2020-11-24_22-27-32,240.0
885,results/models/policy_gradient__2020-11-24_23-19-53,268.0
886,results/models/policy_gradient__2020-11-25_12-54-35,303.0
887,results/models/policy_gradient__2020-11-25_01-29-49,339.0
888,results/models/policy_gradient__2020-11-25_02-31-44,371.0
889,results/models/policy_gradient__2020-11-25_03-10-14,391.0
890,results/models/policy_gradient__2020-11-24_13-22-38,110.0
891,results/models/policy_gradient__2020-11-24_14-21-15,135.0
892,results/models/policy_gradient__2020-11-24_16-13-29,168.0
893,results/models/policy_gradient__2020-11-24_19-46-39,205.0
894,results/models/policy_gradient__2020-11-24_22-08-13,231.0
895,results/models/policy_gradient__2020-11-24_23-08-42,263.0
896,results/models/policy_gradient__2020-11-25_00-08-20,295.0
897,results/models/policy_gradient__2020-11-25_01-17-50,333.0
898,results/models/policy_gradient__2020-11-25_02-28-00,369.0
899,results/models/policy_gradient__2020-11-25_03-33-56,403.0
900,results/models/policy_gradient__2020-11-24_13-22-48,111.0
901,results/models/policy_gradient__2020-11-24_14-26-22,137.0
902,results/models/policy_gradient__2020-11-24_16-26-14,172.0
903,results/models/policy_gradient__2020-11-24_20-27-40,211.0
904,results/models/policy_gradient__2020-11-25_12-48-50,243.0
905,results/models/policy_gradient__2020-11-24_23-32-04,274.0
906,results/models/policy_gradient__2020-11-25_00-04-20,293.0
907,results/models/policy_gradient__2020-11-25_01-02-03,324.0
908,results/models/policy_gradient__2020-11-25_02-24-14,367.0
909,results/models/policy_gradient__2020-11-25_03-21-40,396.0
910,results/models/policy_gradient__2020-11-24_13-22-48,111.0
911,results/models/policy_gradient__2020-11-24_14-41-42,145.0
912,results/models/policy_gradient__2020-11-24_16-26-14,172.0
913,results/models/policy_gradient__2020-11-24_20-27-40,211.0
914,results/models/policy_gradient__2020-11-24_22-16-36,235.0
915,results/models/policy_gradient__2020-11-24_23-32-04,274.0
916,results/models/policy_gradient__2020-11-25_00-04-20,293.0
917,results/models/policy_gradient__2020-11-25_13-02-01,337.0
918,results/models/policy_gradient__2020-11-25_02-16-11,363.0
919,results/models/policy_gradient__2020-11-25_03-14-05,393.0
920,results/models/policy_gradient__2020-11-24_13-22-38,110.0
921,results/models/policy_gradient__2020-11-24_14-21-15,135.0
922,results/models/policy_gradient__2020-11-24_16-13-29,168.0
923,results/models/policy_gradient__2020-11-24_20-16-40,208.0
924,results/models/policy_gradient__2020-11-24_22-08-13,231.0
925,results/models/policy_gradient__2020-11-24_23-08-42,263.0
926,results/models/policy_gradient__2020-11-25_00-08-20,295.0
927,results/models/policy_gradient__2020-11-25_01-17-50,333.0
928,results/models/policy_gradient__2020-11-25_02-28-00,369.0
929,results/models/policy_gradient__2020-11-25_03-05-34,388.0
930,results/models/policy_gradient__2020-11-24_13-08-56,104.0
931,results/models/policy_gradient__2020-11-24_14-34-08,141.0
